TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
Oklahoma,2014,1328,1985,2021,Z05,30,Oklahoma,B12,23-10,17.9,117.9,16,100,82,69.6,17,-0.022,232,9.13,20,110.2,16,101,38,0.5,147,5
Harvard,2014,1217,1985,2020,W12,32,Harvard,Ivy,27-5,17.58,112.9,47,95.3,27,64.1,211,0.02,131,0.13,146,104.5,170,104.3,125,0.98,130,12
New Mexico,2014,1307,1985,2021,X07,33,New Mexico,MWC,27-7,17.15,113.5,41,96.3,39,64.4,191,0.032,106,4.83,88,107.7,78,102.9,97,3.24,69,7
Stanford,2014,1390,1985,2021,X10,34,Stanford,P12,23-13,16.06,112.4,54,96.4,40,65.3,147,0.016,144,9.42,14,110.2,17,100.7,25,2.34,97,10
St Louis,2014,1387,1985,2021,Y05,35,Saint Louis,A10,27-7,15.72,105.7,168,90,8,65.6,124,0.04,88,5.04,85,107.2,96,102.2,75,-1.5,206,5
Memphis,2014,1272,1985,2021,W08,36,Memphis,Amer,24-10,15.22,112.4,56,97.1,50,67.5,53,0.048,73,7.25,54,108.3,63,101.1,39,0.02,160,8
Arizona St,2014,1113,1985,2021,Y10,39,Arizona St.,P12,21-12,14.82,111.2,67,96.4,41,67.4,58,0.003,180,7.5,47,108.6,53,101.1,41,-2.6,234,10
Texas,2014,1400,1985,2021,Y07,41,Texas,B12,24-11,14.52,111.8,61,97.3,53,66.8,70,0.092,14,9.61,10,110.9,4,101.3,46,-1.74,213,7
Dayton,2014,1173,1985,2021,X11,42,Dayton,A10,26-11,14.25,113.8,37,99.6,72,63.8,223,0.038,93,6.25,63,107.7,79,101.4,51,-0.57,178,11
Kansas St,2014,1243,1985,2021,Y09,45,Kansas St.,B12,20-13,14.1,107.8,125,93.7,16,63.3,247,0.001,185,8.17,35,110.5,8,102.3,81,-4.06,285,9
G Washington,2014,1203,1985,2021,W09,47,George Washington,A10,24-9,13.82,110.8,74,97,47,65.3,144,0.056,61,5.56,74,107.3,95,101.7,61,-0.08,162,9
Providence,2014,1344,1985,2021,W11,48,Providence,BE,23-12,13.81,114.6,30,100.8,94,62.9,264,0.051,69,8.35,31,109.2,35,100.8,32,0.81,139,11
BYU,2014,1140,1985,2021,Z10,49,BYU,WCC,23-12,13.77,114.5,31,100.7,93,70.8,6,-0.004,194,6.59,60,109.6,26,103,98,8.43,17,10
Massachusetts,2014,1269,1985,2021,Y06,50,Massachusetts,A10,24-9,13.46,110,91,96.5,43,70.3,11,0.065,40,7.33,52,108,71,100.6,19,5.53,40,6
Xavier,2014,1462,1985,2021,Y12b,52,Xavier,BE,21-13,13.11,112.9,46,99.8,76,64.2,202,0.017,139,7.89,37,109.1,38,101.2,44,0.41,149,12
St Joseph's PA,2014,1386,1985,2021,W10,55,Saint Joseph's,A10,24-10,12.93,112.3,57,99.4,68,64.3,198,0.079,25,6.18,64,107.5,85,101.3,45,0.17,156,10
Nebraska,2014,1304,1985,2021,Z11,56,Nebraska,B10,19-13,12.64,108.8,111,96.1,36,64.7,170,0.047,77,9.3,18,108.4,61,99.1,3,-1.95,217,11
N Dakota St,2014,1295,2006,2021,Z12,61,North Dakota St.,Sum,26-7,11.76,115.5,25,103.7,144,62.3,292,0.089,17,1.38,121,106.8,105,105.4,173,5.32,44,12
NC State,2014,1301,1985,2021,Y12a,62,N.C. State,ACC,22-14,11.6,114,34,102.4,121,64.7,172,0.065,39,7.77,40,108.4,60,100.7,21,-4.31,289,12
Colorado,2014,1160,1985,2021,X08,67,Colorado,P12,23-12,11.2,107.7,129,96.5,42,64.8,167,0.12,3,8.74,26,109.5,27,100.8,26,1.71,110,8
SF Austin,2014,1372,1987,2021,X12,70,Stephen F. Austin,Slnd,32-3,10.83,112.3,58,101.5,105,61.2,323,0.073,33,-7.12,309,102,298,109.2,316,-4.19,286,12
New Mexico St,2014,1308,1985,2021,Z13,72,New Mexico St.,WAC,26-10,10.54,112.9,45,102.4,117,65.2,148,-0.03,246,-3.64,234,103,258,106.7,225,2.6,88,13
Manhattan,2014,1264,1985,2021,Y13,74,Manhattan,MAAC,25-8,10.21,107.2,134,97,46,67.7,46,-0.008,202,-0.2,152,105.6,128,105.8,191,3.46,65,13
Tulsa,2014,1409,1985,2021,X13,82,Tulsa,CUSA,21-13,8.93,106.1,159,97.2,51,66.8,72,-0.023,234,0.57,136,104.9,154,104.3,124,2.81,82,13
Mercer,2014,1273,1985,2021,Y14,87,Mercer,ASun,27-9,8.34,110.8,75,102.4,119,63.6,233,0.022,130,-4.44,248,103.6,216,108,279,4.65,56,14
NC Central,2014,1300,2008,2021,W14,92,North Carolina Central,MEAC,28-6,7.98,108.6,114,100.7,92,62.3,293,0.04,87,-10.35,347,98.1,349,108.5,289,-1.94,216,14
Delaware,2014,1174,1985,2021,W13,106,Delaware,CAA,25-10,5.83,112,60,106.2,192,70.4,10,0.064,41,-0.68,163,105.2,146,105.9,199,2.88,80,13
Louisiana,2014,1418,1985,2021,Z14,113,Louisiana Lafayette,SB,23-12,5.19,110.2,89,105,167,68.5,31,0.038,91,-0.57,161,105,150,105.6,181,4.65,55,14
American Univ,2014,1110,1985,2021,Z15,120,American,Pat,20-13,4.57,103.4,206,98.9,61,59.7,343,0.007,165,-2.59,208,103.6,218,106.2,210,-0.1,163,15
W Michigan,2014,1444,1985,2021,X14,131,Western Michigan,MAC,23-10,3.36,106.3,152,103,130,65.2,151,0.098,10,-1.86,188,103.9,202,105.7,187,-3.25,261,14
WI Milwaukee,2014,1454,1991,2021,W15,168,Milwaukee,Horz,21-14,0.08,104.7,188,104.6,164,65.8,115,0.119,4,0.03,150,104.4,173,104.4,128,-2.92,247,15
Weber St,2014,1451,1985,2021,Z16,172,Weber St.,BSky,19-12,-0.62,106.4,149,107,213,62.9,263,-0.009,203,-6.78,304,103.3,238,110,338,6.69,30,16
Cal Poly,2014,1142,1995,2021,Y16a,176,Cal Poly,BW,14-20,-0.82,103.6,202,104.4,159,58.8,347,-0.044,276,2.38,111,107.4,89,105,158,10.19,9,16
SUNY Albany,2014,1107,2000,2021,X16a,181,Albany,AE,19-15,-1.04,102.9,217,103.9,148,61.6,314,0.002,181,-5.12,270,101.5,311,106.6,224,0.91,135,16
Wofford,2014,1459,1996,2021,Y15,192,Wofford,SC,20-13,-1.94,100.6,252,102.6,125,60.5,337,0.025,125,-5.87,287,103.5,224,109.3,320,7.63,22,15
Mt St Mary's,2014,1291,1989,2021,X16b,209,Mount St. Mary's,NEC,16-17,-3.96,107.8,127,111.7,292,68.2,39,0.031,110,-4.27,245,102.7,272,107,242,3.09,75,16
Coastal Car,2014,1157,1987,2021,W16,221,Coastal Carolina,BSth,21-13,-4.98,98.2,290,103.2,133,65.6,125,0.04,89,-8.1,332,102.1,297,110.2,342,-4.94,301,16
E Kentucky,2014,1184,1985,2021,X15,239,East Carolina,CUSA,17-17,-5.88,106,163,111.8,295,63.7,227,0.008,162,-3.25,228,102.9,263,106.1,209,-6.45,323,
TX Southern,2014,1411,1985,2021,Y16b,259,Texas Southern,SWAC,19-15,-7.49,106.7,142,114.1,326,65.7,120,-0.004,196,-11.11,349,97.6,350,108.8,300,2.72,85,16
Kentucky,2015,1246,1985,2021,Y01,1,Kentucky,SEC,38-1,36.91,121.3,6,84.4,1,62.4,274,0.048,68,8.58,26,108.7,27,100.1,27,3.13,64,1
Wisconsin,2015,1458,1985,2021,Z01,2,Wisconsin,B10,36-4,33.72,129,1,95.2,35,58.7,345,0.015,146,11.03,4,109.8,9,98.8,7,5.3,29,1
Duke,2015,1181,1985,2021,X01,3,Duke,ACC,35-4,32.48,124.5,3,92,11,65.8,104,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,1
Arizona,2015,1112,1985,2021,Z02,4,Arizona,P12,34-4,32.36,119.9,7,87.5,3,65.8,102,-0.033,258,7.37,45,108.3,38,100.9,49,0.09,157,2
Villanova,2015,1437,1985,2021,W01,5,Villanova,BE,33-3,30.65,122.7,4,92,12,64.2,183,0.031,104,7.67,41,108.2,42,100.6,43,0.23,152,1
Virginia,2015,1438,1985,2021,W02,6,Virginia,ACC,30-4,30.06,115.6,21,85.5,2,58,349,0.023,128,8.21,32,108.5,31,100.3,37,0.46,142,2
Gonzaga,2015,1211,1985,2021,X02,7,Gonzaga,WCC,35-3,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3,66,2
Utah,2015,1428,1985,2021,X05,8,Utah,P12,26-9,27.24,116.4,17,89.2,6,60.5,328,-0.054,301,8.19,33,108.8,26,100.6,44,0.6,138,5
Notre Dame,2015,1323,1985,2021,Y03,9,Notre Dame,ACC,32-6,24.96,125.4,2,100.4,99,63.4,226,0.062,47,7.59,42,107.7,57,100.1,26,-11.62,347,3
North Carolina,2015,1314,1985,2021,Z04,10,North Carolina,ACC,26-12,23.85,119.1,11,95.3,37,69.2,16,-0.026,244,12.76,2,111.1,1,98.3,3,7.64,15,4
Oklahoma,2015,1328,1985,2021,W03,11,Oklahoma,B12,24-11,22.8,112.5,46,89.7,7,66.7,63,-0.045,285,11,5,110.2,8,99.2,9,1.05,123,3
Kansas,2015,1242,1985,2021,Y02,12,Kansas,B12,27-9,22.72,114.5,27,91.8,9,67,56,0.07,33,13.17,1,110.6,3,97.4,1,9.57,8,2
Wichita St,2015,1455,1985,2021,Y07,13,Wichita St.,MVC,30-5,22.21,115.8,19,93.6,15,62.3,279,0.022,131,3.24,91,105.5,103,102.3,90,3.44,58,7
Baylor,2015,1124,1985,2021,Z03,14,Baylor,B12,24-10,22.14,116.6,13,94.5,23,61.5,307,-0.035,268,10.22,13,108.9,22,98.7,6,-0.51,172,3
Michigan St,2015,1277,1985,2021,W07,15,Michigan St.,B10,27-12,21.72,116.6,14,94.9,27,63.1,248,-0.017,222,10.49,7,110.3,7,99.8,20,-0.88,184,7
Iowa St,2015,1235,1985,2021,X03,16,Iowa St.,B12,25-9,21.49,119,12,97.5,59,69.6,10,0.005,173,10.59,6,109,18,98.5,4,-1.18,192,3
Louisville,2015,1257,1985,2021,W04,17,Louisville,ACC,27-9,21.21,110.2,66,88.9,4,64.6,155,0.027,115,9.69,18,109.5,11,99.8,19,-2.36,228,4
Northern Iowa,2015,1320,1985,2021,W05,18,Northern Iowa,MVC,31-4,20.98,116.3,18,95.3,36,58.2,348,0.018,140,1.42,116,104.4,137,103,104,0.61,137,5
Ohio St,2015,1326,1985,2021,Z10,19,Ohio St.,B10,24-11,20.75,115.6,22,94.8,25,65.2,132,-0.043,280,6.76,55,108.1,45,101.4,64,-7.41,334,10
Butler,2015,1139,1985,2021,Y06,20,Butler,BE,23-11,20.09,110.2,64,90.1,8,63.2,243,-0.023,233,9.72,17,110.6,4,100.9,48,0.69,133,6
Xavier,2015,1462,1985,2021,Z06,21,Xavier,BE,23-14,19.49,116.6,15,97.1,56,65,137,-0.062,317,10.29,10,109.5,12,99.2,10,2.07,94,6
Georgetown,2015,1207,1985,2021,X04,22,Georgetown,BE,22-11,19.13,114.3,29,95.1,33,64,192,0,183,10.23,12,110.5,5,100.3,33,3.24,63,4
Iowa,2015,1234,1985,2021,X07,23,Iowa,B10,22-12,19.02,114.2,30,95.1,34,63.7,209,-0.007,203,8.58,25,108.9,21,100.4,38,-1.58,205,7
Texas,2015,1400,1985,2021,Y11,24,Texas,B12,20-14,18.94,112.4,47,93.4,14,62,290,-0.079,329,9.52,20,108.3,33,98.8,8,-2.47,234,11
West Virginia,2015,1452,1985,2021,Y05,25,West Virginia,B12,25-10,17.64,112.6,43,94.9,29,67.9,28,0.087,15,9.56,19,108.9,24,99.3,13,-2.65,243,5
SMU,2015,1374,1985,2021,X06,26,SMU,Amer,27-7,17.51,113.1,37,95.6,40,63.1,250,-0.004,193,2.52,99,105.3,109,102.8,100,0.99,127,6
Providence,2015,1344,1985,2021,W06,27,Providence,BE,22-12,16.72,112.6,42,95.9,42,65.2,129,0.038,85,10.26,11,109.7,10,99.4,15,2.18,93,6
BYU,2015,1140,1985,2021,Z11a,28,BYU,WCC,25-10,16.69,119.4,10,102.7,139,70.4,5,-0.055,307,3.96,83,107,74,103,105,3.78,51,11
Arkansas,2015,1116,1985,2021,Z05,29,Arkansas,SEC,27-9,16.44,114.7,26,98.3,67,69.3,13,0.045,72,6.09,64,107.2,71,101.1,59,-3.44,263,5
VCU,2015,1433,1985,2021,Z07,30,VCU,A10,26-10,16.27,111.1,58,94.9,26,66.5,70,0.043,75,6.65,57,107.9,50,101.2,63,8.77,12,7
San Diego St,2015,1361,1985,2021,X08,31,San Diego St.,MWC,27-9,15.95,104.9,162,89,5,60.4,333,0.026,118,3.63,85,106.1,86,102.5,96,3.5,57,8
NC State,2015,1301,1985,2021,W08,32,N.C. State,ACC,22-14,15.93,114.9,25,98.9,76,64.1,188,-0.003,191,9.84,16,109.3,15,99.5,16,-0.65,179,8
Maryland,2015,1268,1985,2021,Y04,33,Maryland,B10,28-7,15.68,111.3,56,95.7,41,63.9,199,0.127,2,7.15,48,108.3,37,101.1,57,-3.33,258,4
Georgia,2015,1208,1985,2021,W10,35,Georgia,SEC,21-12,15.09,109.6,70,94.5,22,64.1,184,0.001,181,8.73,23,108.6,30,99.9,22,1.41,116,10
Davidson,2015,1172,1985,2021,X10,36,Davidson,A10,24-8,15,119.7,9,104.7,176,66.7,62,0.056,53,3.16,93,105.3,108,102.2,87,-3.78,274,10
Oklahoma St,2015,1329,1985,2021,Z09,38,Oklahoma St.,B12,18-14,14.92,111.8,51,96.8,53,63.3,238,-0.045,287,10.42,8,108.2,41,97.8,2,-1.65,208,9
UCLA,2015,1417,1985,2021,X11,40,UCLA,P12,22-14,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,11
Dayton,2015,1173,1985,2021,W11b,42,Dayton,A10,27-9,14.24,109.2,75,95,30,63.4,229,0.022,132,3.39,88,105.4,107,102,81,0.07,158,11
Cincinnati,2015,1153,1985,2021,Y08,43,Cincinnati,Amer,23-11,14.15,108.2,94,94,17,59.8,339,-0.016,220,3.39,87,104.9,114,101.5,68,1.69,108,8
Purdue,2015,1345,1985,2021,Y09,44,Purdue,B10,21-13,13.96,110.9,61,97,54,64.3,173,-0.006,201,7.45,44,109,17,101.6,75,-2.75,245,9
Oregon,2015,1332,1985,2021,Z08,45,Oregon,P12,26-10,13.88,115.2,23,101.3,114,66.6,68,0.119,5,7.28,46,108.4,32,101.1,53,-2.34,227,8
Mississippi,2015,1279,1985,2021,Z11b,46,Mississippi,SEC,21-13,13.88,114.5,28,100.6,104,66.2,78,-0.033,259,7.1,49,107.3,68,100.2,31,-1.19,193,11
Boise St,2015,1129,1985,2021,W11a,47,Boise St.,MWC,25-9,13.85,111.9,50,98.1,63,62.8,259,0.009,165,0.94,121,104.8,116,103.9,133,-0.31,166,11
Indiana,2015,1231,1985,2021,Y10,48,Indiana,B10,20-14,13.83,119.8,8,106,200,66.6,69,-0.044,284,6.92,51,107.8,52,100.9,50,-5.96,322,10
LSU,2015,1261,1985,2021,W09,49,LSU,SEC,22-11,13.76,108.9,81,95.1,32,69.3,12,-0.043,283,5.09,74,106.2,83,101.2,60,-4.77,301,9
St John's,2015,1385,1985,2021,X09,50,St. John's,BE,21-12,13.7,110.7,62,97,55,66.7,61,0.05,65,8.72,24,109,20,100.3,36,-1.5,204,9
SF Austin,2015,1372,1987,2021,X12,51,Stephen F. Austin,Slnd,29-5,13.64,113.9,32,100.3,98,65.4,114,0.02,134,-5.56,299,102.2,260,107.7,306,0.63,135,12
Buffalo,2015,1138,1992,2021,Y12,58,Buffalo,MAC,23-10,11.87,111.3,57,99.4,87,68.3,23,0.001,182,1.83,110,106,90,104.2,149,0.81,130,12
Valparaiso,2015,1434,1985,2021,Y13,64,Valparaiso,Horz,28-6,11.13,107.4,112,96.3,45,62.3,278,0.053,60,-2.06,191,104.2,153,106.3,242,-3.69,271,13
Georgia St,2015,1209,1985,2021,Z14,68,Georgia St.,SB,25-10,10.32,111.6,52,101.3,112,62.4,275,-0.003,192,-1.47,174,102.4,249,103.9,132,3.63,54,14
Harvard,2015,1217,1985,2020,Z13,75,Harvard,Ivy,22-8,9.23,104.8,165,95.6,39,61.1,317,0.091,13,-0.18,145,104.3,146,104.5,158,0.36,145,13
UC Irvine,2015,1414,1985,2021,W13,91,UC Irvine,BW,21-13,7.09,106.3,129,99.2,82,63.4,227,-0.022,231,0.9,127,104.7,123,103.8,128,2.29,90,13
Wofford,2015,1459,1996,2021,Z12,96,Wofford,SC,28-7,6.72,105.2,158,98.5,70,60.5,331,0.122,3,-3.98,245,104,158,108,318,6.79,18,12
New Mexico St,2015,1308,1985,2021,Y15,98,New Mexico St.,WAC,23-11,6.63,107.4,111,100.8,106,63,254,-0.042,277,-5.37,290,101.1,310,106.5,254,1.78,105,15
Wyoming,2015,1461,1985,2021,W12,109,Wyoming,MWC,25-10,5.67,104.8,164,99.1,80,59.1,343,0.083,21,-1.04,161,103,210,104.1,141,-10.31,343,12
Northeastern,2015,1318,1985,2021,Y14,117,Northeastern,CAA,23-12,5.12,108.3,93,103.1,148,63.3,237,0.025,122,-1.29,168,104.5,132,105.7,226,1.8,104,14
SUNY Albany,2015,1107,2000,2021,W14,131,Albany,AE,24-9,3.29,107.2,116,103.9,162,60.8,323,0.054,56,-5.5,297,100.4,325,105.9,229,0.18,154,14
E Washington,2015,1186,1985,2021,X13,133,Eastern Washington,BSky,26-9,3.25,112.9,39,109.6,283,68.2,24,0.067,40,-3.75,241,104.2,148,108,317,3.94,48,13
UAB,2015,1412,1985,2021,X14,135,UAB,CUSA,20-16,3.06,104.9,163,101.9,126,64.7,151,0.025,119,0.29,136,103.9,163,103.6,121,3.4,61,14
Coastal Car,2015,1157,1987,2021,Z16,140,Coastal Carolina,BSth,24-10,2.38,106.7,119,104.3,170,64.1,190,0.006,171,-6.45,319,102.2,261,108.6,337,-1.05,187,16
Belmont,2015,1125,2000,2021,W15,142,Belmont,OVC,22-11,2.27,110.2,65,107.9,240,66.9,57,0.065,41,-3.33,225,102.4,250,105.7,222,-1.68,209,15
North Florida,2015,1316,2006,2021,X16a,143,North Florida,ASun,23-12,2.26,108.4,88,106.2,204,67.1,51,-0.022,230,-7.19,331,101,312,108.2,321,2.23,91,16
N Dakota St,2015,1295,2006,2021,X15,152,North Dakota St.,Sum,23-10,1.41,103.8,181,102.4,134,60.8,324,0.105,6,-4.21,257,102.9,221,107.1,275,-5.5,314,15
Manhattan,2015,1264,1985,2021,Y16b,162,Manhattan,MAAC,19-14,0.31,101.9,224,101.6,119,67.7,30,-0.001,186,-3.59,234,102,275,105.6,219,-0.4,169,16
Robert Morris,2015,1352,1985,2021,X16b,184,Robert Morris,NEC,20-15,-1.39,103.1,197,104.5,172,65.4,118,0.055,54,-4.59,264,102.7,233,107.3,287,2.49,86,16
Lafayette,2015,1248,1985,2021,W16,193,Lafayette,Pat,20-13,-2.14,112.9,38,115.1,338,64.6,160,0.097,10,-4.01,246,103,215,107,272,-0.45,170,16
TX Southern,2015,1411,1985,2021,Z15,213,Texas Southern,SWAC,22-13,-3.84,104.1,177,107.9,241,63.3,240,0.128,1,-6.74,323,100,333,106.8,263,15.16,2,15
Hampton,2015,1214,1996,2021,Y16a,251,Hampton,MEAC,17-18,-7.4,96.6,303,104,164,69.2,15,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176,16
Villanova,2016,1437,1985,2021,Y02,1,Villanova,BE,35-5,32.01,122.8,3,90.8,5,66,274,0.023,114,10.74,13,110.5,19,99.7,9,2.98,83,2
North Carolina,2016,1314,1985,2021,W01,2,North Carolina,ACC,33-7,29.82,124.4,1,94.6,21,70.5,60,-0.055,305,11.45,8,111.7,4,100.2,18,3.13,77,1
Kansas,2016,1242,1985,2021,Y01,3,Kansas,B12,33-5,29.67,120,10,90.4,3,69,123,0.044,75,12.61,3,111.4,8,98.8,4,3.62,66,1
Virginia,2016,1438,1985,2021,X01,4,Virginia,ACC,29-8,29.64,120.6,8,91,7,61.3,348,-0.04,278,12.67,2,112.1,2,99.5,6,4.98,38,1
Michigan St,2016,1277,1985,2021,X02,5,Michigan St.,B10,29-6,27.97,123.4,2,95.5,26,66.5,254,-0.012,210,7.19,57,107.5,73,100.3,22,0.4,157,2
Kentucky,2016,1246,1985,2021,W04,6,Kentucky,SEC,27-9,25.14,121.8,5,96.6,39,67.4,214,-0.046,288,8.37,44,108.6,58,100.3,19,3.19,75,4
West Virginia,2016,1452,1985,2021,W03,8,West Virginia,B12,26-9,24.45,115.3,27,90.9,6,69.5,104,0.003,171,11.24,9,110.9,11,99.6,7,0.72,149,3
Purdue,2016,1345,1985,2021,X05,9,Purdue,B10,26-9,23.85,116.9,19,93.1,11,67.9,182,-0.046,286,7.43,56,109.1,46,101.7,66,-2.67,239,5
Oklahoma,2016,1328,1985,2021,Z02,10,Oklahoma,B12,29-8,23.78,117.9,16,94.1,17,69.8,88,0.082,29,13.05,1,111.5,6,98.5,3,2.7,87,2
Indiana,2016,1231,1985,2021,W05,11,Indiana,B10,27-8,23.05,121.7,6,98.7,59,68.2,159,0,173,6.4,65,108.8,51,102.4,87,-3.12,258,5
Oregon,2016,1332,1985,2021,Z01,12,Oregon,P12,31-7,22.68,119.1,13,96.4,37,68.1,167,0.041,81,9.06,33,109,47,100,13,1.04,139,1
Wichita St,2016,1455,1985,2021,Y11b,13,Wichita St.,MVC,26-9,22.53,111.3,67,88.7,1,66,276,-0.079,333,3.61,88,104.8,154,101.2,51,6.45,24,11
Xavier,2016,1462,1985,2021,W02,14,Xavier,BE,28-6,22.52,117.1,18,94.6,22,71.9,32,0.047,68,8.16,45,108.2,64,100,16,1.73,116,2
Miami FL,2016,1274,1986,2021,Y03,15,Miami FL,ACC,27-8,22.44,119.4,11,96.9,42,65.9,284,0.077,33,11.67,6,111.6,5,99.9,11,2.63,90,3
Duke,2016,1181,1985,2021,Z04,17,Duke,ACC,25-11,21.87,121.9,4,100,86,67.7,194,-0.026,248,11.23,10,112,3,100.7,35,3.52,69,4
Texas A&M,2016,1401,1985,2021,Z03,18,Texas A&M,SEC,28-9,21.26,113.8,37,92.5,9,67.1,230,0.006,162,8.48,42,109.6,36,101.1,50,3.15,76,3
Arizona,2016,1112,1985,2021,Y06,19,Arizona,P12,25-9,20.97,116.8,20,95.8,29,68.3,154,-0.038,272,6.66,63,107.9,67,101.3,54,-3.66,269,6
Iowa St,2016,1235,1985,2021,X04,20,Iowa St.,B12,23-12,20.95,121.2,7,100.3,91,71.2,49,-0.062,318,12.05,5,110.2,28,98.1,1,2.54,92,4
Gonzaga,2016,1211,1985,2021,X11,21,Gonzaga,WCC,28-8,20.82,116.3,22,95.5,27,67.3,218,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25,11
Maryland,2016,1268,1985,2021,Y05,22,Maryland,B10,27-9,20.25,116.2,24,95.9,32,67.4,213,0.016,129,8.6,39,109.2,45,100.6,30,-1.86,218,5
Iowa,2016,1234,1985,2021,Y07,23,Iowa,B10,22-11,20.24,116.1,25,95.9,30,68.8,131,-0.071,327,9.12,30,110.2,26,101.1,49,1.28,132,7
Baylor,2016,1124,1985,2021,Z05,24,Baylor,B12,22-12,19.06,118.9,14,99.8,84,66.6,252,-0.012,211,11.21,11,109.7,34,98.4,2,-3.12,257,5
Vanderbilt,2016,1435,1985,2021,Y11a,25,Vanderbilt,SEC,19-14,18.76,113.6,40,94.9,23,67.8,184,-0.106,346,8.6,40,109.2,44,100.6,31,3.68,65,11
Connecticut,2016,1163,1985,2021,Y09,26,Connecticut,Amer,25-11,18.71,111.9,59,93.2,12,65.9,277,-0.036,270,6.17,71,107.6,72,101.4,56,-0.91,187,9
Syracuse,2016,1393,1985,2021,X10,27,Syracuse,ACC,23-14,18.57,112.7,50,94.1,18,65,314,-0.027,249,10.21,18,110.9,12,100.7,33,-0.82,180,10
California,2016,1143,1985,2021,Y04,28,California,P12,23-11,18.32,112.5,53,94.2,19,68.1,162,-0.053,300,7.65,52,109.4,40,101.8,70,-2.58,234,4
Seton Hall,2016,1371,1985,2021,X06,29,Seton Hall,BE,25-9,18.27,111.1,72,92.9,10,69.7,92,0.016,132,8.55,41,108.5,61,100,14,-2.92,247,6
Butler,2016,1139,1985,2021,X09,30,Butler,BE,22-11,17.27,118,15,100.7,97,67.9,178,-0.009,201,8.1,47,108.5,62,100.4,25,-4.1,282,9
VCU,2016,1433,1985,2021,Z10,31,VCU,A10,25-11,17.07,112.1,58,95,24,69.6,96,-0.07,326,3.82,87,107.3,76,103.5,111,0.95,142,10
Cincinnati,2016,1153,1985,2021,Z09,32,Cincinnati,Amer,22-11,17.06,111.2,70,94.1,16,64,333,-0.067,322,5.2,77,107.3,79,102.1,75,-1.21,197,9
Utah,2016,1428,1985,2021,X03,33,Utah,P12,27-9,16.79,115.6,26,98.8,60,65.3,305,0.112,9,9.79,21,109.8,33,100,12,1.9,114,3
Notre Dame,2016,1323,1985,2021,W06,36,Notre Dame,ACC,24-12,16.6,120.6,9,104,158,64.6,324,0.054,54,10.75,12,111.3,9,100.5,29,-1.64,210,6
Pittsburgh,2016,1338,1985,2021,W10,37,Pittsburgh,ACC,21-12,16.6,114.9,28,98.3,53,65.3,303,-0.011,206,9.06,34,110.8,14,101.7,68,-7.02,324,10
Wisconsin,2016,1458,1985,2021,W07,38,Wisconsin,B10,22-13,16.55,110.1,89,93.6,13,63.3,344,-0.022,235,9.57,25,110.3,24,100.7,36,1.24,134,7
Texas,2016,1400,1985,2021,Z06,39,Texas,B12,20-13,16.19,113,49,96.8,40,65.3,306,0.022,118,12.54,4,111.5,7,99,5,5.55,31,6
SF Austin,2016,1372,1987,2021,W14,41,Stephen F. Austin,Slnd,28-6,15.62,112.2,57,96.6,38,67.3,217,0.007,159,-5.88,286,102.7,251,108.6,321,4.79,42,14
St Joseph's PA,2016,1386,1985,2021,Z08,43,Saint Joseph's,A10,28-8,15.37,114.3,32,98.9,63,70.2,78,0.03,95,4.66,80,107,85,102.3,82,1.97,109,8
Providence,2016,1344,1985,2021,W09,44,Providence,BE,24-11,14.49,110,92,95.5,28,68.4,150,0.062,42,8.93,36,109.5,39,100.6,32,-3.13,259,9
Yale,2016,1463,1985,2020,Z12,47,Yale,Ivy,23-7,14.33,110.4,88,96,34,66,275,0.026,105,-0.85,169,105.5,122,106.4,209,-1,193,12
USC,2016,1425,1985,2021,W08,49,USC,P12,21-13,14.25,113.9,35,99.7,80,71,54,-0.028,251,7.61,53,108.7,57,101.1,46,-1.65,211,8
Michigan,2016,1276,1985,2021,W11a,50,Michigan,B10,23-13,14.15,114.6,30,100.5,92,65.8,289,0.013,146,8.96,35,110.1,29,101.1,48,-2.15,226,11
Texas Tech,2016,1403,1985,2021,X08,54,Texas Tech,B12,19-13,13.78,113.2,46,99.4,72,66,273,0.028,101,10.66,15,110.4,22,99.7,8,0.62,151,8
Ark Little Rock,2016,1114,1985,2021,X12,56,Arkansas Little Rock,SB,30-5,13.24,109.2,98,96,33,63.4,342,0.056,52,-0.77,167,104.2,188,104.9,155,-0.2,171,12
Colorado,2016,1160,1985,2021,Y08,57,Colorado,P12,22-12,12.91,108.8,100,95.9,31,69,120,0.015,136,7.51,54,109.5,37,102,74,-2.15,227,8
Dayton,2016,1173,1985,2021,X07,59,Dayton,A10,25-8,12.63,106.6,146,94,15,67.8,183,0.082,28,3.89,86,107.3,75,103.4,109,2.58,91,7
